coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,reason
U01CA062505,9796964,Cellular but not plasma pharmacokinetics of lometrexol correlate with the occurrence of cumulative hematological toxicity.,T W Synold;E M Newman;M Carroll;F M Muggia;S Groshen;K Johnson;J H Doroshow,1998-10-01,12.0,0.378,Published before 2000
Z01BC004517,9804340,Xeroderma pigmentosum group C splice mutation associated with autism and hypoglycinemia.,S G Khan;H L Levy;R Legerski;E Quackenbush;J T Reardon;S Emmert;A Sancar;L Li;T D Schneider;J E Cleaver;K H Kraemer,1998-11-01,66.0,1.422,Published before 2000
P50CA062924,9809551,Loss of imprinting in normal tissue of colorectal cancer patients with microsatellite instability.,H Cui;I L Horon;R Ohlsson;S R Hamilton;A P Feinberg,1998-11-01,241.0,4.216,Published before 2000
P50CA070907,9809972,An agent that increases tumor suppressor transgene product coupled with systemic transgene delivery inhibits growth of metastatic lung cancer in vivo.,M Kataoka;G Schumacher;R J Cristiano;E N Atkinson;J A Roth;T Mukhopadhyay,1998-11-01,47.0,0.987,Published before 2000
U01CA069912,9815635,Phase I and pharmacological trial of fazarabine (Ara-AC) with granulocyte colony-stimulating factor.,R M Goldberg;J M Reid;M M Ames;J A Sloan;J Rubin;C Erlichman;M J Kuffel;T R Fitch,1997-12-01,6.0,0.125,Published before 2000
U01CA069912,9815639,Pharmacokinetics of 3-methyl-(triazen-1-yl)imidazole-4-carboximide following administration of temozolomide to patients with advanced cancer.,J M Reid;D C Stevens;J Rubin;M M Ames,1997-12-01,58.0,1.431,Published before 2000
U01CA069912,9815747,Cytotoxic synergy between pyrazoloacridine (NSC 366140) and cisplatin in vitro: inhibition of platinum-DNA adduct removal.,A A Adjei;I I Budihardjo;E K Rowinsky;T J Kottke;P A Svingen;C A Buckwalter;L B Grochow;R C Donehower;S H Kaufmann,1997-05-01,27.0,0.685,Published before 2000
U01CA069912,9815788,Phase I trial of temozolomide (NSC 362856) in patients with advanced cancer.,M Dhodapkar;J Rubin;J M Reid;P A Burch;H C Pitot;J C Buckner;M M Ames;V J Suman,1997-07-01,86.0,2.263,Published before 2000
P50CA092629,9815823,Primary human prostate cancer cells harboring p53 mutations are clonally expanded in metastases.,A M Stapleton;T L Timme;A E Gousse;Q F Li;A A Tobon;M W Kattan;K M Slawin;T M Wheeler;P T Scardino;T C Thompson,1997-08-01,59.0,1.182,Published before 2000
P50CA092629,9815901,Association of p53 mutations with metastatic prostate cancer.,J A Eastham;A M Stapleton;A E Gousse;T L Timme;G Yang;K M Slawin;T M Wheeler;P T Scardino;T C Thompson,1995-10-01,96.0,2.037,Published before 2000
U01CA062490,9815982,"A phase I and pharmacokinetic study of a new camptothecin derivative, 9-aminocamptothecin.",E Rubin;V Wood;A Bharti;D Trites;C Lynch;S Hurwitz;S Bartel;S Levy;A Rosowsky;D Toppmeyer,1995-03-01,85.0,2.163,Published before 2000
P50CA092629,9816183,Clustered p53 immunostaining: a novel pattern associated with prostate cancer progression.,G Yang;A M Stapleton;T M Wheeler;L D Truong;T L Timme;P T Scardino;T C Thompson,1996-02-01,50.0,1.118,Published before 2000
P50CA092629,9816213,Reduced levels of transforming growth factor beta receptor type II in human prostate cancer: an immunohistochemical study.,R H Williams;A M Stapleton;G Yang;L D Truong;E Rogers;T L Timme;T M Wheeler;P T Scardino;T C Thompson,1996-04-01,73.0,1.483,Published before 2000
U01CA070095,9816256,Murine and human in vivo penclomedine metabolism.,N R Hartman;S O'Reilly;E K Rowinsky;J M Collins;J M Strong,1996-06-01,13.0,0.428,Published before 2000
P50CA062924,9822382,Requirement for p53 and p21 to sustain G2 arrest after DNA damage.,F Bunz;A Dutriaux;C Lengauer;T Waldman;S Zhou;J P Brown;J M Sedivy;K W Kinzler;B Vogelstein,1998-11-20,2590.0,48.122,Published before 2000
P50CA062924,9824584,Variable phenotype of familial adenomatous polyposis in pedigrees with 3' mutation in the APC gene.,J D Brensinger;S J Laken;M C Luce;S M Powell;G H Vance;D J Ahnen;G M Petersen;S R Hamilton;F M Giardiello,1998-10-01,83.0,1.833,Published before 2000
U01CA062461,9831398,RT-PCR quantitation of cytokine responses in vivo from specimens containing small numbers of cells during bioimmunotherapy.,M A Nash;R Lenzi;C D Platsoucas;R S Freedman,1998-10-01,13.0,0.305,Published before 2000
P50CA070907,9840719,Bcl-2 expression correlates with apoptosis induction but not loss of clonogenic survival in small cell lung cancer cell lines treated with etoposide.,C Breton;M D Story;R E Meyn,1998-10-01,12.0,0.212,Published before 2000
P50CA062924,9850045,Pathogenesis of adenocarcinoma in Peutz-Jeghers syndrome.,S B Gruber;M M Entius;G M Petersen;S J Laken;P A Longo;R Boyer;A M Levin;U J Mujumdar;J M Trent;K W Kinzler;B Vogelstein;S R Hamilton;M H Polymeropoulos;G J Offerhaus;F M Giardiello,1998-12-01,130.0,2.63,Published before 2000
P50CA062924,9850084,Aging and DNA methylation in colorectal mucosa and cancer.,N Ahuja;Q Li;A L Mohan;S B Baylin;J P Issa,1998-12-01,521.0,9.729,Published before 2000
P50CA070907,9852260,Telomerase activity as a novel marker of lung cancer and immune-associated lung diseases.,K Hiyama;S Ishioka;J W Shay;Y Taooka;A Maeda;T Isobe;E Hiyama;H Maeda;M Yamakido,1998-03-01,14.0,0.337,Published before 2000
P50CA058223,9855007,Catechol-O-methyltransferase and breast cancer risk.,R C Millikan;G S Pittman;C K Tse;E Duell;B Newman;D Savitz;P G Moorman;R J Boissy;D A Bell,1998-11-01,97.0,2.642,Published before 2000
P50CA070907,9863031,Restoration of tumour suppressor gene expression for cancer.,J A Roth,1998-01-01,8.0,0.15,Published before 2000
P50CA062924,9865716,Identification of 12p as a region of frequent deletion in advanced prostate cancer.,A S Kibel;M Schutte;S E Kern;W B Isaacs;G S Bova,1998-12-15,42.0,0.831,Published before 2000
P50CA092629,9865844,The association of selected pathological features with prostate cancer in a single-needle biopsy accession.,J C Hu;G S Palapattu;M W Kattan;P T Scardino;T M Wheeler,1998-12-01,17.0,0.55,Published before 2000
Z01SC006538,9874712,Pharmacokinetics of thalidomide in an elderly prostate cancer population.,W D Figg;S Raje;K S Bauer;A Tompkins;D Venzon;R Bergan;A Chen;M Hamilton;J Pluda;E Reed,1999-01-01,90.0,2.194,Published before 2000
Z01SC006737,9882317,Conserved cysteines of the human immunodeficiency virus type 1 protease are involved in regulation of polyprotein processing and viral maturation of immature virions.,D A Davis;K Yusa;L A Gillim;F M Newcomb;H Mitsuya;R Yarchoan,1999-02-01,42.0,0.861,Published before 2000
Z01BC010001,9885214,D3: a gene induced during myeloid cell differentiation of Linlo c-Kit+ Sca-1(+) progenitor cells.,S R Weiler;J M Gooya;M Ortiz;S Tsai;S J Collins;J R Keller,1999-01-15,29.0,0.487,Published before 2000
Z01BC009283,9886369,IL-13 production by NK cells: IL-13-producing NK and T cells are present in vivo in the absence of IFN-gamma.,T Hoshino;R T Winkler-Pickett;A T Mason;J R Ortaldo;H A Young,1999-01-01,84.0,1.564,Published before 2000
Z01SC000550,9888704,Primary nodal marginal zone lymphomas of splenic and MALT type.,E Campo;R Miquel;L Krenacs;L Sorbara;M Raffeld;E S Jaffe,1999-01-01,101.0,2.448,Published before 2000
Z01BC006198,9888830,Potent inhibition of Grb2 SH2 domain binding by non-phosphate-containing ligands.,Z J Yao;C R King;T Cao;J Kelley;G W Milne;J H Voigt;T R Burke,1999-01-14,81.0,1.591,Published before 2000
P50CA070907,9890161,Toward identifying a cellular determinant of telomerase repression.,J W Shay,1999-01-06,30.0,0.526,Published before 2000
Z01BC006198,9890920,A phosphotyrosyl mimetic peptide reverses impairment of insulin-stimulated translocation of GLUT4 caused by overexpression of PTP1B in rat adipose cells.,H Chen;L N Cong;Y Li;Z J Yao;L Wu;Z Y Zhang;T R Burke;M J Quon,1999-01-05,39.0,0.767,Published before 2000
Z01BC005450,9891005,The glucocorticoid receptor is tethered to DNA-bound Oct-1 at the mouse gonadotropin-releasing hormone distal negative glucocorticoid response element.,U R Chandran;B S Warren;C T Baumann;G L Hager;D B DeFranco,1999-01-22,62.0,1.182,Published before 2000
Z01BC005562,9892192,Depentylation of [3H-pentyl]methyl-n-amylnitrosamine by rat esophageal and liver microsomes and by rat and human cytochrome P450 isoforms.,S C Chen;X Wang;G Xu;L Zhou;J L Vennerstrom;F Gonzalez;H V Gelboin;S S Mirvish,1999-01-01,20.0,0.678,Published before 2000
Z01BC010015,9892621,"A seven-transmembrane, G protein-coupled receptor, FPRL1, mediates the chemotactic activity of serum amyloid A for human phagocytic cells.",S B Su;W Gong;J L Gao;W Shen;P M Murphy;J J Oppenheim;J M Wang,1999-01-18,356.0,7.145,Published before 2000
Z01SC000550,9894466,World Health Organization classification of neoplastic diseases of the hematopoietic and lymphoid tissues. A progress report.,E S Jaffe;N L Harris;J Diebold;H K Muller-Hermelink,1999-01-01,224.0,5.489,Published before 2000
Z01SC000550,9894469,Extranodal peripheral T-cell and NK-cell neoplasms.,E S Jaffe;L Krenacs;S Kumar;D W Kingma;M Raffeld,1999-01-01,109.0,2.687,Published before 2000
P50CA092629,9915435,Pathological features and prognostic significance of prostate cancer in the apical section determined by whole mount histology.,M Ohori;F Abbas;T M Wheeler;M W Kattan;P T Scardino;S P Lerner,1999-02-01,55.0,1.696,Published before 2000
P50CA070907,9918198,Deletions of chromosome 4 at multiple sites are frequent in malignant mesothelioma and small cell lung carcinoma.,N Shivapurkar;A K Virmani;I I Wistuba;S Milchgrub;B Mackay;J D Minna;A F Gazdar,1999-01-01,76.0,1.419,Published before 2000
Z01SC010074,9923846,aHIF: the missing link between HIF-1 and VHL?,L M Neckers,1999-01-20,7.0,0.119,Published before 2000
P50CA070907,9930348,Intercellular trafficking of VP22-GFP fusion proteins is not observed in cultured mammalian cells.,B Fang;B Xu;P Koch;J A Roth,1998-10-01,69.0,1.495,Published before 2000
P50CA058223,9950212,Mammary tumor formation in p53- and BRCA1-deficient mice.,V L Cressman;D C Backlund;E M Hicks;L C Gowen;V Godfrey;B H Koller,1999-01-01,72.0,1.173,Published before 2000
Z01BC010027,9950689,Direct visualization of the human estrogen receptor alpha reveals a role for ligand in the nuclear distribution of the receptor.,H Htun;L T Holth;D Walker;J R Davie;G L Hager,1999-02-01,220.0,4.096,Published before 2000
Z01SC007263,9973225,Chemotherapy augments TRAIL-induced apoptosis in breast cell lines.,M M Keane;S A Ettenberg;M M Nau;E K Russell;S Lipkowitz,1999-02-01,507.0,9.656,Published before 2000
Z01BC009287,9973536,Cloning thymic precursor cells: demonstration that individual pro-T1 cells have dual T-NK potential and individual pro-T2 cells have dual alphabeta-gammadelta T cell potential.,C K Lee;K Kim;T M Geiman;W J Murphy;K Muegge;S K Durum,1999-02-01,8.0,0.111,Published before 2000
Z01BC010014,9973536,Cloning thymic precursor cells: demonstration that individual pro-T1 cells have dual T-NK potential and individual pro-T2 cells have dual alphabeta-gammadelta T cell potential.,C K Lee;K Kim;T M Geiman;W J Murphy;K Muegge;S K Durum,1999-02-01,8.0,0.111,Published before 2000
Z01SC010074,9973544,The benzoquinone ansamycin geldanamycin stimulates proteolytic degradation of focal adhesion kinase.,H J Ochel;T W Schulte;P Nguyen;J Trepel;L Neckers,1999-01-01,62.0,1.192,Published before 2000
Z01BC010304,9988765,Activation of nuclear factor of activated T cells-(NFAT) and activating protein 1 (AP-1) by oncogenic 70Z Cbl requires an intact phosphotyrosine binding domain but not Crk(L) or p85 phosphatidylinositol 3-kinase association.,J E van Leeuwen;P K Paik;L E Samelson,1999-02-19,29.0,0.423,Published before 2000
Z01CP010124,9988789,Cervicography screening for cervical cancer among 8460 women in a high-risk population.,D L Schneider;R Herrero;C Bratti;M D Greenberg;A Hildesheim;M E Sherman;J Morales;M L Hutchinson;T V Sedlacek;A Lorincz;L Mango;S Wacholder;M Alfaro;M Schiffman,1999-02-01,42.0,1.241,Published before 2000
P50CA070907,9989814,Sequential molecular abnormalities are involved in the multistage development of squamous cell lung carcinoma.,I I Wistuba;C Behrens;S Milchgrub;D Bryant;J Hung;J D Minna;A F Gazdar,1999-01-21,258.0,4.882,Published before 2000
P50CA062924,9989851,Pyloric gland adenoma of the main pancreatic duct.,B W Bakotic;M J Robinson;P D Sturm;R H Hruban;G J Offerhaus;J Albores-Saavedra,1999-02-01,34.0,1.094,Published before 2000
Z01BC005562,9989933,Structure and expression of the rat CYP3A1 gene: isolation of the gene (P450/6betaB) and characterization of the recombinant protein.,K Nagata;M Ogino;M Shimada;M Miyata;F J Gonzalez;Y Yamazoe,1999-02-15,23.0,0.678,Published before 2000
P50CA062924,10021685,Pancreatic cancer.,C J Yeo;J L Cameron,1999-02-01,49.0,1.303,Published before 2000
Z01SC007263,10022120,Tyrosine phosphorylation and complex formation of Cbl-b upon T cell receptor stimulation.,C Elly;S Witte;Z Zhang;O Rosnet;S Lipkowitz;A Altman;Y C Liu,1999-02-04,60.0,0.822,Published before 2000
P50CA070907,10022884,All-trans-retinoic acid inhibits Jun N-terminal kinase by increasing dual-specificity phosphatase activity.,H Y Lee;N Sueoka;W K Hong;D J Mangelsdorf;F X Claret;J M Kurie,1999-03-01,92.0,1.592,Published before 2000
U10CA031946,10023700,Is quality of life predictive of the survival of patients with advanced nonsmall cell lung carcinoma?,J E Herndon;S Fleishman;A B Kornblith;M Kosty;M R Green;J Holland,1999-01-15,151.0,3.945,Published before 2000
Z01SC006538,10024683,Effects of phenylbutyrate on proliferation and apoptosis in human prostate cancer cells in vitro and in vivo.,S W Melchior;L G Brown;W D Figg;J E Quinn;R A Santucci;J Brunner;J W Thüroff;P H Lange;R L Vessella,1999-03-01,46.0,0.889,Published before 2000
P50CA070907,10027307,"Development of a sensitive, specific reverse transcriptase polymerase chain reaction-based assay for epithelial tumour cells in effusions.",M Sakaguchi;A K Virmani;R Ashfaq;T E Rogers;A Rathi;Y Liu;D Kodagoda;H T Cunningham;A F Gazdar,1999-02-01,22.0,0.573,Published before 2000
Z01BC010017,10027963,Role of HU and DNA supercoiling in transcription repression: specialized nucleoprotein repression complex at gal promoters in Escherichia coli.,D E Lewis;M Geanacopoulos;S Adhya,1999-01-01,70.0,1.292,Published before 2000
P50CA062924,10028448,Cancer risk in collagenous colitis.,J L Chan;A C Tersmette;G J Offerhaus;S B Gruber;T M Bayless;F M Giardiello,1999-02-01,86.0,2.543,Published before 2000
Z01BC009404,10036234,Syntaxin 11 is associated with SNAP-23 on late endosomes and the trans-Golgi network.,A C Valdez;J P Cabaniols;M J Brown;P A Roche,1999-03-01,92.0,1.469,Published before 2000
P50CA092629,10037394,Elevated levels of circulating interleukin-6 and transforming growth factor-beta1 in patients with metastatic prostatic carcinoma.,H L Adler;M A McCurdy;M W Kattan;T L Timme;P T Scardino;T C Thompson,1999-01-01,313.0,6.542,Published before 2000
Z01SC000550,10049065,Allelic loss of 11q13 as detected by MEN1-FISH is not associated with mutation of the MEN1 gene in lymphoid neoplasms.,C Thieblemont;S Pack;A Sakai;M Beaty;E Pak;A O Vortmeyer;A Wellmann;Z Zhuang;E S Jaffe;M Raffeld,1999-01-01,5.0,0.124,Published before 2000
P50CA070907,10050857,Molecular detection of early lung cancer.,A F Gazdar;J D Minna,1999-02-17,50.0,1.127,Published before 2000
Z01BC009404,10051443,SNAP-23 participates in SNARE complex assembly in rat adipose cells.,J F St-Denis;J P Cabaniols;S W Cushman;P A Roche,1999-03-15,36.0,0.607,Published before 2000
Z01BC005599,10051562,p53-induced DNA bending and twisting: p53 tetramer binds on the outer side of a DNA loop and increases DNA twisting.,A K Nagaich;V B Zhurkin;S R Durell;R L Jernigan;E Appella;R E Harrington,1999-03-02,102.0,1.782,Published before 2000
Z01BC005562,10051580,"Cytochrome P450 CYP1B1 determines susceptibility to 7, 12-dimethylbenz[a]anthracene-induced lymphomas.",J T Buters;S Sakai;T Richter;T Pineau;D L Alexander;U Savas;J Doehmer;J M Ward;C R Jefcoate;F J Gonzalez,1999-03-02,306.0,7.316,Published before 2000
P50CA062924,10051640,Analysis of masked mutations in familial adenomatous polyposis.,S J Laken;N Papadopoulos;G M Petersen;S B Gruber;S R Hamilton;F M Giardiello;J D Brensinger;B Vogelstein;K W Kinzler,1999-03-02,83.0,1.562,Published before 2000
P50CA058223,10067817,Environmental contaminants and body fat distribution.,J M Schildkraut;W Demark-Wahnefried;E DeVoto;C Hughes;J L Laseter;B Newman,1999-02-01,65.0,2.018,Published before 2000
U01CA069912,10069350,Phase II study of antineoplastons A10 (NSC 648539) and AS2-1 (NSC 620261) in patients with recurrent glioma.,J C Buckner;M G Malkin;E Reed;T L Cascino;J M Reid;M M Ames;W P Tong;S Lim;W D Figg,1999-02-01,23.0,0.547,Published before 2000
P50CA058223,10071197,P57 (KIP2) polymorphisms and breast cancer risk.,Y Li;R C Millikan;B Newman;K Conway;C K Tse;E T Liu,1999-01-01,10.0,0.178,Published before 2000
P50CA062924,10071300,Cancer vaccines.,T F Greten;E M Jaffee,1999-03-01,124.0,2.266,Published before 2000
Z01SC000550,10071336,Hematopathology: integration of morphologic features and biologic markers for diagnosis.,E S Jaffe,1999-02-01,35.0,0.937,Published before 2000
Z01BC010001,10072070,Functional characterization of a novel hematopoietic stem cell and its place in the c-Kit maturation pathway in bone marrow cell development.,M Ortiz;J W Wine;N Lohrey;F W Ruscetti;S E Spence;J R Keller,1999-02-01,60.0,0.933,Published before 2000
Z01BC010013,10072525,Role of a STAT binding site in the regulation of the human perforin promoter.,C R Yu;J R Ortaldo;R E Curiel;H A Young;S K Anderson;P Gosselin,1999-03-01,54.0,0.846,Published before 2000
Z01CP010124,10076130,Risk factors for rapid-onset cervical cancer.,A Hildesheim;O Hadjimichael;P E Schwartz;C M Wheeler;W Barnes;D M Lowell;J Willett;M Schiffman,1999-03-01,96.0,2.495,Published before 2000
P50CA092629,10076995,Androgen regulation of the cyclin-dependent kinase inhibitor p21 gene through an androgen response element in the proximal promoter.,S Lu;M Liu;D E Epner;S Y Tsai;M J Tsai,1999-03-01,154.0,2.988,Published before 2000
Z01SC007263,10086340,cbl-b inhibits epidermal growth factor receptor signaling.,S A Ettenberg;M M Keane;M M Nau;M Frankel;L M Wang;J H Pierce;S Lipkowitz,1999-03-11,104.0,1.616,Published before 2000
Z01CP010124,10090303,Soluble interleukin 2 receptor levels and cervical neoplasia: results from a population-based case-control study in Costa Rica.,A Ung;T R Kramer;M Schiffman;R Herrero;M C Bratti;R D Burk;C A Swanson;M E Sherman;M L Hutchinson;M Alfaro;J Morales;I Balmaceda;A Hildesheim,1999-03-01,11.0,0.279,Published before 2000
Z01CP010138,10090881,The prevalence of common BRCA1 and BRCA2 mutations among Ashkenazi Jews.,P Hartge;J P Struewing;S Wacholder;L C Brody;M A Tucker,1999-04-01,179.0,3.381,Published before 2000
Z01BC006198,10091682,Monocarboxylic-based phosphotyrosyl mimetics in the design of GRB2 SH2 domain inhibitors.,T R Burke;J Luo;Z J Yao;Y Gao;H Zhao;G W Milne;R Guo;J H Voigt;C R King;D Yang,1999-02-08,37.0,0.708,Published before 2000
P50CA070907,10091733,Genetic changes in the spectrum of neuroendocrine lung tumors.,N Onuki;I I Wistuba;W D Travis;A K Virmani;K Yashima;E Brambilla;P Hasleton;A F Gazdar,1999-02-01,142.0,3.446,Published before 2000
Z01BC005562,10092060,Metabolism of methyl tert-butyl ether and other gasoline ethers in mouse liver microsomes lacking cytochrome P450 2E1.,J Y Hong;Y Y Wang;F Y Bondoc;C S Yang;F J Gonzalez;Z Pan;C D Cokonis;W Y Hu;Z Bao,1999-03-08,20.0,0.664,Published before 2000
P50CA062924,10092134,High-resolution deletion mapping of chromosome arm 1p in pancreatic cancer identifies a major consensus region at 1p35.,W Hilgers;D J Tang;A Y Sugar;M C Shekher;R H Hruban;S E Kern,1999-04-01,19.0,0.296,Published before 2000
Z01CP010119,10092410,Characteristics of pesticide use in a pesticide applicator cohort: the Agricultural Health Study.,M C Alavanja;D P Sandler;C J McDonnell;C F Lynch;M Pennybacker;S H Zahm;D T Mage;W C Steen;W Wintersteen;A Blair,1999-02-01,50.0,1.722,Published before 2000
Z01CP010119,10092411,Characteristics of persons who self-reported a high pesticide exposure event in the Agricultural Health Study.,M C Alavanja;D P Sandler;C J McDonnell;D T Mage;B C Kross;A S Rowland;A Blair,1999-02-01,25.0,0.83,Published before 2000
Z01SC000550,10098183,Avidin-biotin labeling of cellular antigens in cryostat-sectioned tissue.,M Raffeld;E S Jaffe,1999-01-01,1.0,0.036,Published before 2000
P50CA070907,10100698,Potent antitumor activity of 2-methoxyestradiol in human pancreatic cancer cell lines.,G Schumacher;M Kataoka;J A Roth;T Mukhopadhyay,1999-03-01,112.0,2.663,Published before 2000
U01CA069912,10100703,Phase I trial of dolastatin-10 (NSC 376128) in patients with advanced solid tumors.,H C Pitot;E A McElroy;J M Reid;A J Windebank;J A Sloan;C Erlichman;P G Bagniewski;D L Walker;J Rubin;R M Goldberg;A A Adjei;M M Ames,1999-03-01,86.0,1.834,Published before 2000
Z01SC006538,10188911,"Increased transcriptional activity of prostate-specific antigen in the presence of TNP-470, an angiogenesis inhibitor.",J Horti;S C Dixon;C J Logothetis;Y Guo;E Reed;W D Figg,1999-03-01,24.0,0.549,Published before 2000
Z01BC010304,10190908,ZAP-70 protein promotes tyrosine phosphorylation of T cell receptor signaling motifs (ITAMs) in immature CD4(+)8(+) thymocytes with limiting p56(lck).,J M Ashe;D L Wiest;R Abe;A Singer,1999-04-05,25.0,0.332,Published before 2000
P50CA058223,10192651,"Participation rates in a case-control study: the impact of age, race, and race of interviewer.",P G Moorman;B Newman;R C Millikan;C K Tse;D P Sandler,1999-04-01,159.0,4.324,Published before 2000
Z01BC008756,10193678,Hepatocyte growth factor/scatter factor-MET signaling in neural crest-derived melanocyte development.,L Kos;A Aronzon;H Takayama;F Maina;C Ponzetto;G Merlino;W Pavan,1999-02-01,72.0,1.397,Published before 2000
Z01SC000550,10194423,Differential chemokine expression in tissues involved by Hodgkin's disease: direct correlation of eotaxin expression and tissue eosinophilia.,J Teruya-Feldstein;E S Jaffe;P R Burd;D W Kingma;J E Setsuda;G Tosato,1999-04-15,115.0,2.193,Published before 2000
U01CA069853,10194541,Patients who are receiving concomitant medications should not systematically be excluded from phase I studies.,D Genre;P Viens;D D Von Hoff;G M Clark,1999-01-01,4.0,0.114,Published before 2000
Z01SC010074,10197449,The measurement of ubiquitin and ubiquitinated proteins.,E G Mimnaugh;P Bonvini;L Neckers,1999-02-01,77.0,1.375,Published before 2000
Z01BC004517,10200950,Xeroderma pigmentosum and the role of UV-induced DNA damage in skin cancer.,H van Steeg;K H Kraemer,1999-02-01,143.0,2.575,Published before 2000
Z01CP010138,10202673,Histopathologic features of ovaries at increased risk for carcinoma. A case-control analysis.,M E Sherman;J S Lee;R T Burks;J P Struewing;R J Kurman;P Hartge,1999-04-01,36.0,0.915,Published before 2000
P50CA070907,10202940,Enrichment of epithelial cells for molecular studies.,A Maitra;I I Wistuba;A K Virmani;M Sakaguchi;I Park;A Stucky;S Milchgrub;D Gibbons;J D Minna;A F Gazdar,1999-04-01,58.0,1.287,Published before 2000
Z01BC009273,10204486,Positive selection as a developmental progression initiated by alpha beta TCR signals that fix TCR specificity prior to lineage commitment.,A Bhandoola;R Cibotti;J A Punt;L Granger;A J Adams;S O Sharrow;A Singer,1999-03-01,26.0,0.307,Published before 2000
Z01BC010304,10204488,Essential role of LAT in T cell development.,W Zhang;C L Sommers;D N Burshtyn;C C Stebbins;J B DeJarnette;R P Trible;A Grinberg;H C Tsay;H M Jacobs;C M Kessler;E O Long;P E Love;L E Samelson,1999-03-01,473.0,6.673,Published before 2000
Z01BC004496,10207070,Specific acetylation of chromosomal protein HMG-17 by PCAF alters its interaction with nucleosomes.,J E Herrera;K Sakaguchi;M Bergel;L Trieschmann;Y Nakatani;M Bustin,1999-05-01,80.0,1.195,Published before 2000
Z01BC005522,10208743,Defects in tracheoesophageal and lung morphogenesis in Nkx2.1(-/-) mouse embryos.,P Minoo;G Su;H Drum;P Bringas;S Kimura,1999-05-01,354.0,6.373,Published before 2000
Z01BC010309,10209090,RNA splicing: What has phosphorylation got to do with it?,T Misteli,1999-03-25,90.0,1.404,Published before 2000
U01CA062505,10210550,Concurrent twice-weekly paclitaxel and thoracic irradiation for stage III non-small cell lung cancer.,D Lau;J Ryu;D Gandara;R Morgan;J Doroshow;R Wilder;B Leigh,1999-04-01,20.0,0.504,Published before 2000
P50CA070907,10213214,"Correlation of abnormal RB, p16ink4a, and p53 expression with 3p loss of heterozygosity, other genetic abnormalities, and clinical features in 103 primary non-small cell lung cancers.",J Geradts;K M Fong;P V Zimmerman;R Maynard;J D Minna,1999-04-01,93.0,1.915,Published before 2000
P50CA070907,10213490,"Expression of DMBT1, a candidate tumor suppressor gene, is frequently lost in lung cancer.",W Wu;B L Kemp;M L Proctor;A F Gazdar;J D Minna;W K Hong;L Mao,1999-04-15,96.0,1.95,Published before 2000
P50CA070907,10213509,Allelic losses at chromosome 8p21-23 are early and frequent events in the pathogenesis of lung cancer.,I I Wistuba;C Behrens;A K Virmani;S Milchgrub;S Syed;S Lam;B Mackay;J D Minna;A F Gazdar,1999-04-15,160.0,2.935,Published before 2000
Z01BC005562,10215687,Role of cytochrome P-450 2E1 in methacrylonitrile metabolism and disposition.,B I Ghanayem;J M Sanders;B Chanas;L T Burka;F J Gonzalez,1999-05-01,19.0,0.604,Published before 2000
U01CA062505,10216073,"Recombinant human thrombopoietin in combination with granulocyte colony-stimulating factor enhances mobilization of peripheral blood progenitor cells, increases peripheral blood platelet concentration, and accelerates hematopoietic recovery following high-dose chemotherapy.",G Somlo;I Sniecinski;A ter Veer;J Longmate;G Knutson;S Vuk-Pavlovic;R Bhatia;W Chow;L Leong;R Morgan;K Margolin;J Raschko;S Shibata;M Tetef;Y Yen;S Forman;D Jones;M Ashby;G Fyfe;S Hellmann;J H Doroshow,1999-05-01,73.0,1.695,Published before 2000
Z01CP005803,10216473,Familial and sporadic cases of nasopharyngeal carcinoma in Taiwan.,A Ung;C J Chen;P H Levine;Y J Cheng;L A Brinton;I H Chen;A M Goldstein;M M Hsu;S K Chhabra;J Y Chen;R J Apple;C S Yang;A Hildesheim,1999-01-01,40.0,0.914,Published before 2000
Z01BC005268,10219090,Competitive inactivation of a double-strand DNA break site involves parallel suppression of meiosis-induced changes in chromatin configuration.,K Ohta;T C Wu;M Lichten;T Shibata,1999-05-15,21.0,0.298,Published before 2000
P50CA062924,10222041,Differential expression of the lysosome-associated membrane proteins in normal human tissues.,K Furuta;X L Yang;J S Chen;S R Hamilton;J T August,1999-05-01,48.0,0.971,Published before 2000
Z01CP010124,10227593,Utility of liquid-based cytology for cervical carcinoma screening: results of a population-based study conducted in a region of Costa Rica with a high incidence of cervical carcinoma.,M L Hutchinson;D J Zahniser;M E Sherman;R Herrero;M Alfaro;M C Bratti;A Hildesheim;A T Lorincz;M D Greenberg;J Morales;M Schiffman,1999-04-25,164.0,5.27,Published before 2000
Z01BC009283,10227975,IL-18 is a potent coinducer of IL-13 in NK and T cells: a new potential role for IL-18 in modulating the immune response.,T Hoshino;R H Wiltrout;H A Young,1999-05-01,281.0,5.41,Published before 2000
Z01BC005599,10228560,Protein kinase-dependent overexpression of the nuclear protein pirin in c-JUN and RAS transformed fibroblasts.,A C Bergman;A A Alaiya;W Wendler;B Binetruy;M Shoshan;K Sakaguchi;T Bergman;U Kronenwett;G Auer;E Appella;H Jörnvall;S Linder,1999-03-01,19.0,0.354,Published before 2000
Z01BC005645,10229195,Limiting amounts of p27Kip1 correlates with constitutive activation of cyclin E-CDK2 complex in HTLV-I-transformed T-cells.,A Cereseto;R Washington Parks;E Rivadeneira;G Franchini,1999-04-15,35.0,0.619,Published before 2000
