type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms	dataset_storage_distribution
dataset	866b379a-2af8-545b-a9ab-20791c5a4819	GDC	Genomic Characterization CS-MATCH-0007 Arm Z1B	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the NCI-MATCH Clinical Trial (EAY131). The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm Z1B is one of the treatment sub-protocols within the NCI-MATCH Clinical Trial (EAY131) where patients with CCND1, CCND2, and/or CCND3 amplifications are treated with Palbociclib. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood. </p>	phs002180	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002180	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;36853016;37322121	Division of Cancer Treatment and Diagnosis	7/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	29	29	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	CCND1;CCND2;CCND3		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	0ba48117-c971-5032-837d-ddfdd2517b77	GDC	Genomic Characterization CS-MATCH-0007 Arm C1	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the NCI-MATCH Clinical Trial (EAY131). The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm C1 is one of the treatment sub-protocols within the NCI-MATCH Clinical Trial (EAY131) where patients with MET amplification are treated with Crizotinib. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood. </p>	phs002177	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002177	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;37322121	Division of Cancer Treatment and Diagnosis	7/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	11	11	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	MET		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	95692287-7ccc-513d-89cc-69f64e0dacc2	GDC	Genomic Characterization CS-MATCH-0007 Arm P	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the NCI-MATCH Clinical Trial (EAY131). The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm P is one of the treatment sub-protocols within the NCI-MATCH Clinical Trial (EAY131) where patients with PTEN loss by IHC are treated with the drug GSK2636771. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood. </p>	phs002152	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002152	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;37322121	Division of Cancer Treatment and Diagnosis	7/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	28	28	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	PTEN		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	013655e3-3218-526f-9ecb-3bcb5713e6f9	GDC	NCI Cancer Model Development for the Human Cancer Model Initiative (HCMI)	<p>The Cancer Model Development Center (<a href='https://ocg.cancer.gov/programs/hcmi/nci-cancer-model-development'>CMDC</a>) project is part of the Human Cancer Model Initiative (<a href='https://ocg.cancer.gov/programs/HCMI'>HCMI</a>) and is managed by the Office of Cancer Genomics within the Center for Cancer Genomics at the National Cancer Institute (NCI). The goal of the HCMI is to generate approximately 1000 novel human 'next generation' tumor-derived models as a community resource. The models aim to faithfully recapitulate the cellular complexity and heterogeneity of human tumors. The CMDCs are tasked by the NCI with producing a proportion of the cancer models. Wellcome Sanger Institute (WSI) is a contributing member of the HCMI.</p> <p>Models developed by HCMI are being derived from a number of tumor types and subtypes (see below), including rare adult, pediatric and understudied cancers. The number of models and the clinical sites from which patient samples are acquired is increasing. Normal tissue, originating tumor, and tumor-derived models are sequenced.</p> <p>The next generation cancer models are associated with rich clinical and genomic data through the NCI Genomic Data Commons for all researchers to advance cancer research. The CMDC and HCMI models will serve as excellent tools in research to provide insight into the pathways that influence tumor growth and progression, how tumors respond to therapy, etc. Ultimately, the data generated using these models will support the development of personalized oncology.</p> <p>There is a delay between registered IDs and model availability. The <i>current model count</i> is found in The <a href='https://ocg.cancer.gov/e-newsletter-issue/issue-21/hcmi-searchable-catalog'>HCMI Searchable Catalog</a> which is updated when new models are available for distribution to the research community.</p>	phs001486	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001486	Jean Claude Zenklusen, PhD;Jesse S. Boehm, PhD;Keith L. Ligon, MD, PhD;David A. Tuveson, MD, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)			6/13/2024	GRU		Longitudinal Cohort	Multiple Cancer Types	1117	1117	https://www.cancer.gov/ccg/research/functional-genomics/hcmi		Esophageal Neoplasms;Pancreatic Neoplasms;Neuroblastoma;Wilms Tumor;Osteosarcoma;Sarcoma, Ewing;Rhabdomyosarcoma;Liver Neoplasms;Glioblastoma;Neoplasms, Germ Cell and Embryonal;Medulloblastoma;Glioma;Colorectal Neoplasms;Breast Neoplasms;Lung Neoplasms;Stomach Neoplasms	Esophageal Neoplasms;Liver Neoplasms;Lung Neoplasms;Neoplasms, Germ Cell and Embryonal;Sarcoma, Ewing;Breast Cancer	NCI Genomic Data Commons (GDC)
dataset	6cccfdce-e220-59cc-8511-ef3646cf7cd9	GDC	Childhood Cancer Data Initiative (CCDI): CCDI Pediatric In Vivo Testing Program - Leukemia	<p>The goal of this study is to molecularly characterize a large panel of pediatric acute lymphoblastic leukemia (ALL) patient-derived xenografts (PDXs) previously established in immune-deficient mice. These PDXs are utilized as part of the NCI-funded Pediatric Preclinical In vivo Testing (PIVOT) program to identify novel agents and combinations. Biospecimen data include next-generation sequencing (RNAseq, whole exome sequencing, DNA copy number variation), whole-genome analysis of cytogenetic abnormalities, and DNA fingerprint for quality control. </p>	phs003164	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003164	Richard B. Lock, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)		NCI CA199000;NHMRC APP1157871	5/21/2024	GRU		Copy Number Variation (CNV);Exome Sequencing;Repository;RNA Sequencing;Xenograft	Pediatric Cancer	40	126	https://preclinicalpivot.org/about-pivot/		Neoplasms;Precursor Cell Lymphoblastic Leukemia-Lymphoma;Leukemia, Biphenotypic, Acute;Heterografts	Leukemia, Biphenotypic, Acute;Precursor Cell Lymphoblastic Leukemia-Lymphoma;ALL with myeloid markers;AML with lymphoid markers;Acute Biphenotypic Leukemia;Acute Biphenotypic Leukemias	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	e3691e55-1d96-5142-a4cb-03d31882e327	GDC	Functional Genomic Landscape of Acute Myeloid Leukemia	<p>The implementation of targeted therapies for acute myeloid leukemia has been challenged by complex mutational patterns within and across patients as well as a dearth of pharmacologic agents for most mutational events. The initial findings from the Beat AML program were from a cohort of 672 tumor specimens collected from 562 patients. Additional patients have been added in subsequent versions. We assessed these specimens using whole exome sequencing, RNA-sequencing, and ex vivo drug sensitivity analyses. Our data reveal novel mutational events not previously detected in AML. We show association of drug response with mutational status, including instances of drug sensitivity that are specific to combinatorial mutational events. Integration with RNA-sequencing also revealed gene expression signatures, which predict a role of specific gene networks in drug response. Collectively, this report offers a dataset, accessible by the Beat AML data viewer (<a href='www.vizome.org' target='_blank'>www.vizome.org</a>), that can be leveraged to address clinical, genomic, transcriptomic, and functional inquiries into the biology of AML.</p>	phs001657	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001657	Jeffrey W. Tyner, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)		1U54CA224019;1U01CA217862;3P30CA069533-18S5	5/2/2024	DS-LEU	RNA-Seq	Longitudinal	Leukemias	829	2161	http://www.vizome.org			AML;AML - Acute Myeloid Leukemia;AML - Acute myeloblastic leukemia;AML - acute myeloid leukaemia;AML adult;ANLL	NCI Genomic Data Commons (GDC)
dataset	7416e51a-66f3-5003-977c-bab4b789607b	GDC	Childhood Cancer Data Initiative (CCDI): Enhancement of Data Sharing in Pediatric, Adolescent and Young Adult Cancers	<p>NCI's Childhood Cancer Data Initiative (CCDI) is building a community centered around childhood cancer care and research data. Through enhanced data sharing, we can improve our understanding of cancer biology to improve preventive measures, treatment, quality of life, and survivorship, as well as ensure that researchers learn from every child with cancer. </p><p></p><div> </div><div>While childhood cancers represent the leading cause of death in children over the age of 1, they are collectively rare, comprising approximately 1%&#8210;3% of cancers diagnosed annually in the United States. Information on diagnosis, treatment, and outcomes is often stored at the hospital or institution where a child is treated, making it difficult to answer scientific questions about childhood cancer. Sharing clinical care and research data generated by children's hospitals, clinics, or networks broadly with the community can help us learn faster and, on a scale much larger than any single institution caring for children can learn on its own. To exploit the rapid advances in high-throughput DNA sequencing technologies and realize the goals of precision cancer medicine, the UMICH Cancer Center established the Michigan Oncology Sequencing Center (MI-ONCOSEQ). This UMICH Cancer Center provisions genomic data derived from the Michigan Oncology Sequencing Center (MI-ONCOSEQ) clinical sequencing assay for patients that fall within the inclusion criteria of the CCDI data sharing initiative. </div><br><div>An 'integrative sequencing approach' carried out in a CLIA-certified laboratory is utilized to provide a comprehensive landscape of the genetic alterations in individual tumor specimens for the purpose of identifying informative and/or actionable mutations. Using a number of computational pipelines that we have developed in-house or have adapted from the public domain, candidate molecular aberrations are nominated and then analyzed by scientists for clinical significance and/or relevance. This approach enables the detection of point mutations, insertions/deletions, gene fusions and rearrangements, amplifications/deletions, and outlier expressed genes. Furthermore, we can identify certain germline alterations that may also be relevant. </div><br><div> </div><div> </div><p></p>	phs002431	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002431	Rajen Mody, MD, MS	Joseph Flores-Toro	Office of Data Sharing (ODS)			4/23/2024	HMB		Cohort;Copy Number Variation (CNV);Exome Sequencing;Individual-Level Genomic Data;Metastasis;Sequencing;Transcriptome Analysis;Transcriptome Sequencing;Tumor;Tumor vs. Matched-Normal	Pediatric Cancer	611	1448	https://www.pathology.med.umich.edu/mctp/mi-oncoseq-study;https://www.cancer.gov/research/areas/childhood/childhood-cancer-data-initiative;https://www.pathology.med.umich.edu/static/apps/cms/ckfinder/userfiles/388/files/OncoSeq-Test-Definition-V6a.pdf			Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	89c7a220-12a0-5710-b75b-654c74748cd6	GDC	Childhood Cancer Data Initiative (CCDI): Integrating Longitudinal Clinical, Sociodemographic and Genomic Data into the NCCR	<p>The goal of this study is to contribute clinical and genomic data from a large institutional cohort of pediatric cancer patients who had tumor genomic profiling between 2013 and 2019 at Dana-Farber/Boston Children's Hospital Cancer and Blood Disorders Center. Clinical data include demographics, diagnosis (classified according to the International Classification of Diseases for Oncology (ICD-O-3.2), stage, and biospecimen associated data. Tumors were sequenced with OncoPanel, a targeted next-generation DNA sequencing panel of up to 447 cancer genes for detection of single-nucleotide variants (SNV), insertions, and deletions, and copy number alterations (CNA), as well as selected intronic regions for up to 60 genes for the detection of structural variants (SV). </p><p>This dataset includes a patient and sample identifier (GENIE ID) that can be used to link the genomic data included in this dataset to additional longitudinal clinical cancer data on a subset of patients that was submitted to the National Childhood Cancer Registry (NCCR).</p><p> </p>	phs002677	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002677	Katherine A. Janeway, MD	Joseph Flores-Toro	Office of Data Sharing (ODS)	38992034		4/16/2024	HMB		Longitudinal Cohort	Pediatric Cancer	835	835	https://www.dana-farber.org/research/integrative-research/cancer-genomics/profile	ALK;ARID1B;ARIDA1A;ATM;ATRX;BCOR;BRAF;BRCA1;BRCA2;CCND1;CCND2;CCND3;CDK4;CDK6;CDKN2A;CDKN2B;CRNNB1;CTNNB1;DICER1;EGFR;ERBB2;ETV6;EWSR1;FANCG;FGFR1;FGFR2;FGFR3;FGFR4;FLT3;H3F3A;HRAS;IDH1;KIT;KRAS;MAP2K1;MAPK1;MET;MTOR;MYC;MYCN;NF1;NF2;NRAS;NTRK1;NTRK3;PDGFRA;PI3KCA;PIK3CA;PIK3R1;POLE;PTCH1;PTEN;RAF1;RB1;RET;SMARCB1;SMO;TET2;TP53;TSC1;TSC2;VHL	Neoplasms;Brain Neoplasms;Rare Diseases;Sequence Analysis, DNA;Osteosarcoma;Sarcoma, Ewing;Neuroblastoma;Rhabdomyosarcoma;Wilms Tumor;Glioma	Rare Diseases;Sarcoma, Ewing;Brain Neoplasms;Brain Tumor;Brain Tumors;Brain neoplasm	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	9379333b-bc4c-58bf-bfa5-94b47efdad74	GDC	Genomic Characterization CS-MATCH-0007 Arm S2	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the NCI-MATCH Clinical Trial (EAY131). The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm S2 is one of the treatment sub-protocols within the NCI-MATCH Clinical Trial (EAY131) where patients with GNAQ or GNA11 mutations are treated with Trametinib. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood. </p>	phs002178	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002178	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;37053535;37322121	Division of Cancer Treatment and Diagnosis	1/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	3	3	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	GNA11;GNAQ		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	c3350284-43b3-5d46-8899-f4b04385c3a6	GDC	Genomic Characterization CS-MATCH-0007 Arm S1	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the NCI-MATCH Clinical Trial (EAY131). The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm S1 is one of the treatment sub-protocols within the NCI-MATCH Clinical Trial (EAY131) where patients with NF1 mutations are treated with Trametinib. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood. </p>	phs002153	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002153	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;37053535;37322121	Division of Cancer Treatment and Diagnosis	1/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	41	41	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	NF1		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	7ba910cb-6482-5d0d-bf32-68a9212c11ac	GDC	Genomic Characterization CS-MATCH-0007 Arm Z1I	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;draw=2&#38;rank=1' target='_blank'></a><a href='https://classic.clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a>. The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm Z1I is one of the treatment sub-protocols within the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;draw=2&#38;rank=1' target='_blank'></a><a href='https://classic.clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a> where patients with BRCA1, BRCA2 mutations are treated with AZD1775. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood.</p>	phs002058	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002058	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;37322121	Division of Cancer Treatment and Diagnosis	1/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	26	26	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	BRCA1;BRCA2		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	2893f4f3-db86-5d62-94dc-29758f4368c6	GDC	Genomic Characterization CS-MATCH-0007 Arm R	<p>The CS-MATCH-0007 protocol is part of a collaboration between the Center for Cancer Genomics (CCG) and the Division of Cancer Treatment and Diagnosis (DCTD) to perform whole-exome sequencing and RNA sequencing using pre-and post-treatment tumor biopsy specimens from patients enrolled on a treatment arm of the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'></a><a href='https://classic.clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a>. The goal of this study is to identify the molecular basis for response and resistance to targeted therapies that are matched to specific genomic alterations found in their cancers. Arm R is one of the treatment sub-protocols within the <a href='https://clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'></a><a href='https://classic.clinicaltrials.gov/ct2/show/NCT02465060?term=NCT02465060&#38;rank=1' target='_blank'>NCI-MATCH Clinical Trial (EAY131)</a> where patients with BRAF fusions, non-V600K or non-V600E mutations, are treated with Trametinib. This subprotocol is one of the treatment arms included in the CS-MATCH-0007 protocol and will provide specimens for the program including DNA from tumor tissue and whole blood.</p>	phs002029	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002029	Lyndsay Harris, MD	Grace Mishkin	Division of Cancer Treatment and Diagnosis (DCTD)	33048619;31922567;31924734;37322121	Division of Cancer Treatment and Diagnosis	1/8/2024	GRU-COL		Cohort;Exome Sequencing;RNA Sequencing	Multiple Cancer Types	28	28	https://www.cancer.gov/about-cancer/treatment/clinical-trials/nci-supported/nci-match	BRAF		Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	4277b501-5374-5c91-9a36-5357cc75caf0	GDC	Childhood Cancer Data Initiative (CCDI): Genomic Analysis in Pediatric Malignancies	<p>Pediatric solid tumors are highly heterogeneous, encompassing a large number of histotypes. The genomic landscape of these diseases is characterized by few single-nucleotide variants (SNVs) compared to adult cancers. In contrast, many exhibit a high prevalence of structural or epigenetic changes that alter gene expression, underlining the need for comprehensive genomic approaches such as whole-genome sequencing (WGS). Several studies have specifically addressed the clinical utility of genomic analysis in the pediatric and AYA cancer setting. Review of these studies point to key challenges that must be addressed in order to advance the routine use of genomics in this population. </p><p>We have established a large collection of solid tumor tissue samples through our biobanking efforts. Where possible, we obtain longitudinal samples from the same patient. These primary patient samples and their corresponding germline have been analyzed using whole genome and whole transcriptome sequencing methods and have been linked to clinical metadata using both manual curation and robust methods for automatic extraction from the electronic health record (EHR). Importantly, research-grade genomic analysis is performed in parallel to our CLIA-grade sequencing (&#8220;UCSF500&#8221;) efforts for some of the patients in this study cohort and have been submitted as part of the American Association for Cancer Research's project GENIE and/or the National Childhood Cancer Registry. For our sequenced tumor samples, we have retrospective clinical data and ongoing efforts to prospectively record key events throughout the patient's cancer journey. In our solid tumor program, we have developed many patient-derived xenograft models and a number of PDX-derived cell lines. These unique models have been evaluated using genomic and functional approaches including (in some cases) treatment with conventional chemotherapy or investigational agents. Lastly, these samples were collected from a population that is among the most diverse in the nation and includes significant numbers of Asian, Latino, Indigenous and African-American patients, groups that are traditionally underrepresented in many banking efforts.</p><div> </div><p></p>	phs002430	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002430	Alejandro Sweet-Cordero, MD	Freddie Pruitt	Center for Cancer Genomics (CCG)	30266815;37703185		12/27/2023	GRU		Clinical Genetic Testing;Full Transcriptome Sequencing;Individual-Level Genomic Data;Longitudinal;RNA Sequencing;Tumor vs. Matched-Normal;Whole Genome Sequencing	Pediatric Cancer	239	500		BRAF;MYC;RB1;TP53	Whole Transcriptome Sequencing;Whole Genome Sequencing;Neoplasms/Genetics;Genetic Testing;Tumor Xenograft Assay;Neuroblastoma;Rare Disease;Neoplasms;Osteosarcoma	Rare Disease;Blastoma;CA;CA - Cancer;Cancer;MT	Cancer Research Data Commons (CRDC);NCI Genomic Data Commons (GDC)
dataset	1eff6018-5003-51d6-951a-58b4072ba096	GDC	My Pediatric and Adult Rare Tumor (MyPART) Natural History Study of Rare Solid Tumors	<p>The goal of this study is to comprehensively and longitudinally evaluate the natural history of patients with rare solid tumors or tumor predisposition syndromes, estimating and defining their clinical spectrum (e.g. disease course and survival). Clinical data, patient reported outcomes (PROs), and biospecimen associated data are collected. Clinical data includes response to treatment, tumor pathology, and imaging. PROs include measures of pain, depression, anxiety, mobility, and cognitive functioning. Biospecimen data includes next-generation sequencing [RNAseq, whole exome sequencing (WES), whole genome sequencing (WGS), EPIC methylation array data, and TruSight Oncology 500 gene panel sequencing], cytokine analysis of plasma, immune phenotyping of circulating peripheral blood mononuclear cells.</p>	phs003143	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs003143	Mary Frances Wedekind, DO;Brigitte C. Widemann, MD;Karlyne M. Reilly, PhD	Kathleen Calzone	Center for Cancer Research (CCR)	37345354	Cancer Moonshot, ZIA BC 0118542	11/3/2023	NRUP;GRU	Seq_DNA_SNP_CNV	Clinical Cohort;Clinical Diagnostic Testing;Clinical Genetic Testing;Copy Number Variation (CNV);Epigenetics;Exome Sequencing;Extended Pedigrees;Full Transcriptome Sequencing;Genotype;Genotype/Expression;Individual-Level Genomic Data;Longitudinal;Longitudinal Cohort;Marker Discovery;Methods Development;Observational;Prospective;Repository;RNA Sequencing;Sequencing;Tissue Expression;Transcriptome Analysis;Transcriptome Sequencing;Tumor;Tumor vs. Matched-Normal;Whole Genome Sequencing;Xenograft	Multiple Cancer Types	522	192	https://www.cancer.gov/pediatric-adult-rare-tumor/participate/natural-history	APC;ATM;ATRX;CDKN2B;CDKN2A;CFTR;CTNNB1;HRAS;MEN1;MHL1;MSH2;MSH6;MUTYH;NF1;RET;SDHA;SDHB;SDHC;SMARCB1;TP53	Adrenocortical Carcinoma;Carcinoma, Neuroendocrine;Chordoma;Gastrointestinal Stromal Tumors;Natural History;Neoplasms;Pediatrics	Carcinoma, Neuroendocrine;Chordoma;ACC;Adenoid Cystic Carcinoma;Adrenal Cortex Adenocarcinoma;Adrenal Cortex Cancer	NCI Genomic Data Commons (GDC)
dataset	a3f40e05-d67e-517a-b2fe-99ee9c530235	GDC	Refractory Cancer (RC) Program	<p>The Refractory Cancer (RC) Program will investigate the underlying genomic hallmarks involved in the observed inferior response to treatment of certain tumor types. Comprehensive genomic characterization will be performed utilizing the NCI CCG Genome Characterization Pipeline. Subsequent genomic data will be hosted at the NCI Genomic Data Commons (GDC) (<a href='https://portal.gdc.cancer.gov/' target='_blank'>https://portal.gdc.cancer.gov/</a>). </p>	phs002097	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002097	Jean Claude Zenklusen, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)			9/26/2023	GRU		Case Set	Multiple Cancer Types	278	278				Blastoma;CA;CA - Cancer;Cancer;MT;Malignancies	NCI Genomic Data Commons (GDC)
dataset	71bdefb7-19bb-5143-a570-7f3e2cea21fb	GDC	Refractory Cancer (RC) Burkitt's Lymphoma (BL)	<p>The Refractory Cancer (RC) Burkitt&#39;s Lymphoma (BL) study will investigate the underlying genomic hallmarks involved in the observed inferior response to treatment of certain Burkitt Lymphoma patients. The study will utilize a network of sites in the US to obtain the samples and clinical data. Comprehensive genomic characterization will be performed utilizing the NCI CCG Genome Characterization Pipeline. Subsequent genomic data will be hosted at the NCI Genomic Data Commons (GDC).</p>	phs002851	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002851	Jean Claude Zenklusen, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)			9/26/2023	GRU-IRB;GRU		Case Set	Lymphomas	20	20				BL;BL - Burkitt's lymphoma;Burkitt Tumor;Burkitt lymphoma/leukemia;Burkitt's Lymphoma;Burkitt's Tumor	NCI Genomic Data Commons (GDC)
dataset	496db682-23e0-5929-8ada-dff0134ed893	GDC	Refractory Cancer - Peripheral T-Cell Lymphoma (RC-PTCL)	<p>The Peripheral T-Cell Lymphoma (PTCL) study will investigate the underlying genomic hallmarks involved in the observed inferior response to treatment of certain PTCL patients. The study will utilize a network of sites in the US and Asia to accrue up to 500 cases per tumor type. Comprehensive genomic characterization will be performed utilizing the NCI CCG Genome Characterization Pipeline. Subsequent genomic data will be hosted at the NCI Genomic Data Commons (GDC) (<a href='https://portal.gdc.cancer.gov/' target='_blank'>https://portal.gdc.cancer.gov/</a>). </p>	phs002247	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002247	Jean Claude Zenklusen, PhD	Freddie Pruitt	Center for Cancer Genomics (CCG)			9/26/2023	GRU		Case Set	Lymphomas	174	168					NCI Genomic Data Commons (GDC)
